park_date,wait_hour,attraction_name,wait_minutes_posted_avg,attraction_duration,attraction_park,attraction_land,park_open,park_close,park_extra_magic_morning,park_extra_magic_evening,park_ticket_season,park_temperature_average,park_temperature_high,attraction_short_name
2018-07-02,17,Alien Swirling Saucers,107.7777778,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.9,92.27,Alien Saucers
2018-07-02,18,Alien Swirling Saucers,53.18181818,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.9,92.27,Alien Saucers
2018-07-02,19,Alien Swirling Saucers,62,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.9,92.27,Alien Saucers
2018-07-02,20,Alien Swirling Saucers,45,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.9,92.27,Alien Saucers
2018-07-02,21,Alien Swirling Saucers,37.5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.9,92.27,Alien Saucers
2018-07-02,22,Alien Swirling Saucers,30,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.9,92.27,Alien Saucers
2018-07-03,6,Alien Swirling Saucers,10,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,7,Alien Swirling Saucers,35,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,8,Alien Swirling Saucers,36.66666667,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,9,Alien Swirling Saucers,45.5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,10,Alien Swirling Saucers,54.44444444,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,11,Alien Swirling Saucers,50,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,12,Alien Swirling Saucers,50,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,13,Alien Swirling Saucers,46.66666667,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,14,Alien Swirling Saucers,51.11111111,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,15,Alien Swirling Saucers,50.55555556,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,16,Alien Swirling Saucers,61.11111111,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,17,Alien Swirling Saucers,52.77777778,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,18,Alien Swirling Saucers,48.88888889,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,19,Alien Swirling Saucers,51.5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,20,Alien Swirling Saucers,42.27272727,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,21,Alien Swirling Saucers,35,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-03,22,Alien Swirling Saucers,35,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,82.59,89.62,Alien Saucers
2018-07-04,6,Alien Swirling Saucers,5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,7,Alien Swirling Saucers,16.66666667,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,8,Alien Swirling Saucers,23.88888889,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,9,Alien Swirling Saucers,46.5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,10,Alien Swirling Saucers,46.66666667,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,11,Alien Swirling Saucers,51.66666667,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,12,Alien Swirling Saucers,45.55555556,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,13,Alien Swirling Saucers,37.77777778,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,14,Alien Swirling Saucers,43.88888889,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,15,Alien Swirling Saucers,45,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,16,Alien Swirling Saucers,49.44444444,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,17,Alien Swirling Saucers,44.44444444,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,18,Alien Swirling Saucers,42.22222222,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,19,Alien Swirling Saucers,40,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,20,Alien Swirling Saucers,30,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,21,Alien Swirling Saucers,13.88888889,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-04,22,Alien Swirling Saucers,5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,peak,78.58,83.87,Alien Saucers
2018-07-05,6,Alien Swirling Saucers,5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,7,Alien Swirling Saucers,7.5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,8,Alien Swirling Saucers,20,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,9,Alien Swirling Saucers,37.5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,10,Alien Swirling Saucers,62.5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,11,Alien Swirling Saucers,47.5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,12,Alien Swirling Saucers,43.18181818,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,13,Alien Swirling Saucers,43.5,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,14,Alien Swirling Saucers,47.72727273,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,15,Alien Swirling Saucers,47.22222222,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,16,Alien Swirling Saucers,42.22222222,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
2018-07-05,17,Alien Swirling Saucers,54.44444444,2.5,Disney's Hollywood Studios,Toy Story Land,8:00:00,22:30:00,1,0,regular,78.66,85.88,Alien Saucers
